timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
1731172463.3011642,-0.09,-0.68,-0.77,19.41,22.77,-15.81
1731172563.3011642,0.25,-0.28,-0.96,-39.12,-0.55,42.54
1731172662.3011642,-0.41,-0.45,-0.94,22.09,-7.45,-10.8
1731172761.3011642,-0.15,-0.58,-0.94,9.83,35.52,-42.72
1731172860.3011642,0.28,-0.53,-0.88,-49.44,-22.64,50.54
1731172959.3011642,-0.13,-0.39,-0.93,-8.0,-23.68,62.5
1731173059.3011642,-0.2,-0.73,-0.92,32.59,30.76,-48.4
1731173159.3011642,0.25,-0.67,-0.9,-21.06,7.69,9.83
1731173259.3011642,-0.01,-0.21,-0.83,-24.17,-21.06,49.74
1731173358.3011642,-0.49,-0.57,-0.92,48.83,18.31,-58.65
1731173458.3011642,0.07,-0.82,-0.94,8.12,34.0,-21.79
1731173558.3011642,0.09,-0.43,-0.86,-34.91,-37.84,60.79
1731173658.3011642,-0.48,-0.45,-0.87,31.74,-0.92,-15.69
1731173758.3011642,-0.03,-0.78,-0.87,-9.89,29.91,-33.51
1731173857.3011642,0.23,-0.44,-0.97,-55.6,-11.78,59.88
1731173957.3011642,-0.37,-0.47,-0.77,3.85,1.53,-28.02
1731174057.3011642,-0.09,-0.95,-0.86,-8.18,39.73,-68.91
1731174157.3011642,0.21,-0.54,-0.66,-70.86,-42.36,72.63
1731174257.3011642,-0.19,-0.51,-0.72,69.7,-5.55,16.3
1731174357.3011642,-0.19,-0.49,-0.78,35.77,40.89,-73.61
1731174457.3011642,0.23,-0.84,-0.86,-30.4,-20.32,40.53
1731174557.3011642,-0.12,-0.45,-0.84,54.5,-6.47,43.27
1731174656.3011642,-0.37,-0.39,-0.85,36.62,44.13,-78.12
1731174756.3011642,0.16,-0.59,-1.0,-48.95,-5.86,27.4
1731174856.3011642,-0.07,-0.28,-0.85,-7.32,-25.39,43.88
1731174956.3011642,-0.44,-0.46,-0.93,22.83,25.63,-57.62
1731175056.3011642,0.09,-0.79,-0.81,-3.11,18.43,6.53
1731175156.3011642,0.11,-0.41,-0.82,-30.27,-28.69,62.99
1731175255.3011642,-0.37,-0.5,-0.88,34.42,2.2,-8.12
1731175355.3011642,-0.16,-0.56,-0.96,28.44,29.05,-48.58
1731175455.3011642,0.23,-0.44,-0.91,-38.57,-7.69,42.36
1731175555.3011642,-0.06,-0.29,-0.88,0.43,-19.47,45.72
1731175654.3011642,-0.35,-0.51,-0.96,33.69,21.97,-58.23
1731175754.3011642,0.09,-0.63,-0.75,-16.97,16.6,10.93
1731175854.3011642,0.15,-0.35,-0.82,-21.0,-24.35,42.3
1731175954.3011642,-0.37,-0.46,-0.92,35.95,-2.32,-19.29
1731176054.3011642,-0.12,-0.53,-0.94,2.62,21.55,-33.39
1731176153.3011642,0.21,-0.4,-0.95,-26.79,-1.46,30.7
1731176253.3011642,-0.11,-0.33,-1.02,7.14,-17.64,29.24
1731176353.3011642,-0.34,-0.5,-0.94,27.95,22.95,-34.55
1731176452.3011642,0.06,-0.61,-0.84,-3.11,24.35,0.85
1731176551.3011642,0.1,-0.41,-0.87,-25.09,-29.91,50.72
1731176651.3011642,-0.33,-0.35,-0.92,36.07,5.13,-10.68
1731176751.3011642,-0.16,-0.54,-0.93,12.63,33.39,-41.44
1731176851.3011642,0.16,-0.4,-0.96,-25.33,1.1,31.43
1731176950.3011642,-0.1,-0.3,-1.06,-11.96,-24.6,33.57
1731177050.3011642,-0.36,-0.45,-0.94,1.83,13.43,-40.34
1731177149.3011642,0.03,-0.64,-0.77,-24.96,15.93,-4.15
1731177248.3011642,0.04,-0.53,-0.87,-40.95,-28.14,58.23
1731177348.3011642,-0.23,-0.57,-0.86,-39.31,-11.54,13.98
1731177448.3011642,-0.01,-0.77,-0.78,-43.46,16.78,-19.53
1731177548.3011642,0.24,-0.63,-0.75,-16.3,-6.84,31.56
1731177647.3011642,0.01,-0.54,-0.69,14.53,-6.65,19.23
1731177747.3011642,-0.23,-0.74,-0.78,28.69,18.49,-32.29
1731177847.3011642,0.11,-0.62,-0.78,-0.24,15.32,-12.88
1731177947.3011642,0.13,-0.47,-0.75,-2.01,-17.33,26.92
1731178047.3011642,-0.33,-0.67,-0.91,107.24,0.61,-21.91
1731178146.3011642,-0.15,-0.56,-0.7,-25.27,20.39,-35.22
1731178246.3011642,0.2,-0.47,-0.99,-22.58,4.15,31.13
1731178345.3011642,-0.02,-0.35,-0.94,19.35,-12.02,20.45
1731178444.3011642,-0.32,-0.69,-0.99,33.39,23.99,-49.32
1731178544.3011642,0.06,-0.58,-0.66,-24.72,13.85,17.52
1731178644.3011642,0.03,-0.46,-0.84,-28.69,-17.27,48.52
1731178743.3011642,-0.33,-0.64,-0.9,28.44,11.23,-10.38
1731178842.3011642,0.02,-0.7,-0.82,-9.77,24.9,-26.61
1731178942.3011642,0.14,-0.44,-0.91,-13.18,-6.65,34.61
1731179041.3011642,-0.14,-0.39,-0.85,29.72,-11.78,5.19
1731179141.3011642,-0.3,-0.54,-0.92,40.47,22.77,-51.88
1731179241.3011642,0.0,-0.57,-0.86,-6.04,15.2,0.67
1731179341.3011642,-0.05,-0.42,-0.96,-5.19,-21.36,35.16
1731179440.3011642,-0.41,-0.49,-0.87,12.45,5.8,-25.15
1731179540.3011642,-0.1,-0.45,-0.97,3.05,30.03,-28.99
1731179640.3011642,0.15,-0.45,-0.88,-11.6,-6.35,33.39
1731179739.3011642,-0.21,-0.53,-0.98,4.03,-12.57,35.34
1731179838.3011642,-0.28,-0.53,-0.91,-9.77,19.53,-28.26
1731179937.3011642,0.01,-0.47,-1.02,-25.88,9.83,10.99
1731180037.3011642,0.03,-0.42,-0.76,-33.75,-24.9,52.8
1731180136.3011642,-0.48,-0.76,-0.88,42.36,16.66,-48.22
1731180236.3011642,-0.1,-0.63,-0.99,-36.5,27.59,-28.81
1731180336.3011642,0.02,-0.51,-0.8,-37.72,-30.46,31.56
1731180435.3011642,-0.56,-0.66,-0.8,37.48,4.27,-21.24
1731180535.3011642,-0.16,-0.53,-0.87,-37.78,23.56,-41.2
1731180634.3011642,0.05,-0.44,-0.82,-26.55,-43.82,57.8
1731180734.3011642,-0.63,-0.64,-0.79,97.41,2.38,-26.18
1731180834.3011642,-0.27,-0.5,-0.96,3.3,25.82,-31.43
1731180934.3011642,0.22,-0.34,-0.81,-30.46,-32.1,76.72
1731181034.3011642,-0.32,-0.47,-0.94,77.39,-9.83,-4.82
1731181134.3011642,-0.13,-0.64,-0.85,6.59,18.74,-23.56
1731181234.3011642,0.21,-0.37,-1.03,-48.71,5.07,43.82
1731181334.3011642,-0.27,-0.25,-0.98,9.4,-11.78,17.21
1731181433.3011642,-0.25,-0.66,-0.97,5.07,31.49,-35.03
1731181532.3011642,0.08,-0.36,-1.03,-34.0,14.16,27.77
1731181632.3011642,-0.03,-0.43,-0.72,-33.57,-18.68,53.28
1731181732.3011642,-0.27,-0.78,-1.3,26.49,17.82,-12.94
1731181832.3011642,-0.07,-0.53,-0.97,-26.86,17.58,-6.47
1731181932.3011642,0.06,-0.42,-0.8,-21.79,-30.03,34.36
1731182031.3011642,-0.45,-0.66,-0.86,66.65,-9.03,-23.13
1731182131.3011642,-0.06,-0.61,-0.78,27.65,25.7,-37.66
1731182231.3011642,0.21,-0.47,-0.9,-5.86,-10.99,35.16
1731182330.3011642,-0.23,-0.4,-0.98,32.9,-10.01,15.56
1731182430.3011642,-0.2,-0.56,-0.95,29.11,34.55,-46.02
1731182530.3011642,0.22,-0.41,-0.9,-46.57,1.22,30.09
1731182630.3011642,0.05,-0.22,-0.89,-33.08,-24.96,54.08
1731182730.3011642,-0.5,-0.57,-0.95,21.91,8.54,-41.87
1731182830.3011642,0.05,-0.53,-0.81,-34.18,24.48,-1.34
1731182930.3011642,0.05,-0.44,-0.91,-28.81,-19.17,50.23
1731183030.3011642,-0.37,-0.44,-0.81,20.69,9.7,-14.53
1731183129.3011642,-0.01,-0.65,-0.82,-20.75,23.19,-13.92
1731183228.3011642,0.13,-0.5,-0.9,-10.38,-8.3,33.63
1731183328.3011642,-0.06,-0.47,-0.97,35.58,-5.13,18.01
1731183427.3011642,-0.32,-0.64,-0.87,17.15,11.29,-36.19
1731183527.3011642,0.01,-0.4,-1.02,-32.29,6.53,4.82
1731183626.3011642,0.04,-0.35,-0.82,-15.5,-20.81,36.01
1731183726.3011642,-0.38,-0.61,-0.85,43.46,-5.25,-37.6
1731183826.3011642,-0.04,-0.83,-0.8,3.54,19.59,-30.21
1731183925.3011642,0.22,-0.45,-0.82,-14.65,-15.01,37.72
1731184024.3011642,-0.22,-0.33,-0.95,50.23,-7.51,16.66
1731184123.3011642,-0.22,-0.46,-0.93,34.42,41.44,-57.25
1731184222.3011642,0.17,-0.4,-1.02,-60.67,1.65,28.02
1731184322.3011642,0.0,-0.36,-0.75,-32.29,-20.02,58.59
1731184422.3011642,-0.4,-0.57,-1.13,33.87,32.71,-42.6
1731184522.3011642,-0.09,-0.64,-0.95,-26.73,24.72,-8.61
1731184622.3011642,0.07,-0.37,-0.82,-45.35,-16.85,50.84
1731184721.3011642,-0.42,-0.57,-0.95,-1.95,-8.06,1.65
1731184821.3011642,-0.12,-0.61,-0.88,-3.6,21.67,-34.48
1731184920.3011642,0.14,-0.54,-0.83,-6.53,1.89,27.28
1731185020.3011642,-0.12,-0.44,-1.02,5.07,-11.9,29.36
1731185119.3011642,-0.27,-0.69,-0.87,-21.12,6.1,-28.32
1731185218.3011642,0.01,-0.5,-0.82,-30.7,9.03,1.65
1731185318.3011642,0.08,-0.45,-0.92,-20.32,-24.11,34.91
1731185418.3011642,-0.44,-0.65,-0.8,29.05,-8.36,-44.01
1731185518.3011642,-0.12,-0.7,-1.06,14.59,-0.55,-13.31
1731185618.3011642,0.2,-0.44,-0.82,-4.64,-9.58,26.49
1731185718.3011642,-0.15,-0.48,-0.94,52.61,-7.87,16.17
1731185817.3011642,-0.2,-0.61,-0.91,36.44,33.81,-50.29
1731185917.3011642,0.13,-0.43,-1.0,-44.8,3.97,28.5
1731186016.3011642,0.0,-0.22,-0.88,-7.81,-20.08,41.75
1731186116.3011642,-0.44,-0.54,-1.03,29.85,11.78,-44.43
1731186216.3011642,0.04,-0.54,-0.68,-37.66,14.16,19.84
1731186315.3011642,0.22,-0.33,-0.93,-8.97,-6.04,32.29
1731186414.3011642,-0.25,-0.39,-0.93,47.85,1.71,1.46
1731186513.3011642,-0.15,-0.64,-0.95,17.82,31.31,-50.66
1731186613.3011642,0.11,-0.3,-1.0,-39.37,1.59,34.36
1731186713.3011642,-0.09,-0.35,-0.85,-16.3,-13.49,41.99
1731186813.3011642,-0.25,-0.68,-1.0,8.97,22.09,-33.33
1731186913.3011642,0.01,-0.4,-0.91,1.65,14.95,3.6
1731187013.3011642,0.02,-0.34,-0.82,-27.89,-20.51,40.53
1731187113.3011642,-0.51,-0.42,-0.9,-2.44,-3.97,-20.32
1731187213.3011642,-0.06,-0.6,-0.77,-1.59,28.44,-33.75
1731187313.3011642,0.12,-0.37,-0.84,-22.4,-13.37,33.94
1731187412.3011642,-0.23,-0.38,-0.96,44.37,-15.81,14.71
1731187512.3011642,-0.25,-0.73,-0.91,28.69,26.06,-39.43
1731187612.3011642,0.03,-0.34,-1.04,-25.76,6.1,21.3
1731187711.3011642,-0.05,-0.32,-0.95,-13.31,-24.96,38.27
1731187811.3011642,-0.42,-0.49,-0.91,10.31,6.65,-31.07
1731187910.3011642,-0.02,-0.53,-0.75,-23.8,28.14,-8.79
1731188010.3011642,0.06,-0.43,-0.89,-19.35,-17.58,35.89
1731188109.3011642,-0.18,-0.57,-0.86,-2.75,-7.81,24.29
1731188209.3011642,-0.24,-0.65,-1.01,4.27,12.63,-25.27
1731188309.3011642,0.11,-0.44,-0.82,-13.0,4.76,8.36
1731188409.3011642,0.02,-0.42,-0.93,14.47,-9.7,48.1
1731188509.3011642,-0.17,-0.69,-0.85,39.25,1.65,-30.09
1731188609.3011642,0.11,-0.55,-0.94,-13.73,8.36,-10.99
1731188708.3011642,0.0,-0.32,-0.88,1.22,-21.61,30.52
1731188807.3011642,-0.2,-0.74,-0.97,55.24,7.14,-29.79
1731188906.3011642,0.11,-0.46,-0.91,-3.97,12.76,1.65
1731189005.3011642,-0.04,-0.25,-0.87,-11.23,7.26,24.84
1731189105.3011642,-0.39,-0.39,-0.98,2.56,-4.94,-18.31
1731189204.3011642,-0.0,-0.54,-0.96,-32.96,16.54,-26.18
1731189303.3011642,-0.01,-0.38,-1.04,-13.43,-10.07,4.39
1731189402.3011642,-0.59,-0.4,-0.89,-17.27,0.12,-40.59
1731189502.3011642,-0.13,-0.5,-0.98,-27.16,11.54,-9.83
1731189602.3011642,0.08,-0.41,-0.71,-66.47,-38.02,94.42
1731189701.3011642,-0.42,-0.62,-0.87,62.13,7.93,-10.8
1731189800.3011642,-0.1,-0.77,-0.73,14.95,38.39,-47.91
1731189899.3011642,0.21,-0.61,-0.86,-41.08,-11.17,32.17
1731189999.3011642,-0.3,-0.42,-0.8,2.14,-6.04,17.64
1731190098.3011642,-0.26,-0.61,-0.88,46.81,32.53,-62.32
1731190197.3011642,0.16,-0.59,-0.88,-32.59,0.55,17.94
1731190297.3011642,-0.19,-0.36,-0.84,18.8,-13.61,26.92
1731190396.3011642,-0.47,-0.57,-0.86,23.86,28.32,-61.22
1731190496.3011642,0.01,-0.54,-1.03,-13.73,19.78,-0.12
1731190595.3011642,-0.11,-0.18,-0.92,-15.75,-30.58,54.14
1731190695.3011642,-0.67,-0.47,-0.92,43.4,5.98,-43.7
1731190794.3011642,-0.03,-0.73,-0.79,13.73,34.0,-6.35
1731190894.3011642,0.02,-0.29,-0.79,-28.26,-26.73,76.54
1731190994.3011642,-0.45,-0.54,-0.91,58.04,5.62,3.97
1731191094.3011642,-0.13,-0.46,-0.77,2.99,48.52,-38.51
1731191194.3011642,0.18,-0.57,-0.87,-48.4,-11.47,41.38
1731191294.3011642,-0.24,-0.42,-0.97,19.47,-13.43,51.03
1731191394.3011642,-0.27,-0.54,-0.95,13.55,26.31,-51.39
1731191494.3011642,0.11,-0.59,-0.95,-36.38,4.09,15.63
1731191594.3011642,-0.15,-0.38,-0.88,2.93,-23.86,42.66
1731191694.3011642,-0.4,-0.48,-0.82,33.87,18.01,-45.41
1731191794.3011642,-0.06,-0.54,-1.08,-28.56,23.19,-1.46
1731191894.3011642,0.02,-0.41,-0.81,-30.33,-30.64,61.65
1731191994.3011642,-0.55,-0.76,-0.95,51.7,17.15,-34.3
1731192093.3011642,0.13,-0.42,-0.91,4.39,36.74,-29.48
1731192193.3011642,0.03,-0.36,-0.82,-51.76,-21.0,55.6
1731192292.3011642,-0.42,-0.46,-0.89,19.59,-10.5,2.81
1731192392.3011642,-0.19,-0.69,-0.77,28.93,37.96,-39.98
1731192491.3011642,0.2,-0.61,-1.0,-13.12,-4.76,36.74
1731192591.3011642,-0.26,-0.13,-0.95,30.58,-17.7,53.59
1731192690.3011642,-0.41,-0.36,-0.86,-4.33,30.46,-56.52
1731192789.3011642,0.0,-0.46,-0.99,-22.46,5.62,7.02
1731192888.3011642,-0.23,-0.29,-0.96,38.76,-15.56,-12.57
1731192987.3011642,-0.33,-0.52,-0.85,40.77,29.85,-53.1
1731193086.3011642,0.01,-0.29,-0.98,-59.81,-0.24,22.52
1731193186.3011642,-0.15,-0.39,-0.96,-21.48,-22.83,30.03
1731193286.3011642,-0.38,-0.58,-0.9,-1.53,15.69,-24.54
1731193386.3011642,-0.05,-0.57,-1.0,-25.82,13.85,-10.68
1731193485.3011642,-0.03,-0.5,-0.78,-65.8,-29.91,77.82
1731193585.3011642,-0.42,-0.53,-0.75,4.03,4.88,-7.69
1731193684.3011642,-0.07,-0.61,-0.8,1.83,24.84,-36.99
1731193784.3011642,0.05,-0.52,-0.82,-10.86,-7.32,37.23
1731193884.3011642,-0.35,-0.64,-0.78,45.59,0.12,0.55
1731193984.3011642,-0.22,-0.51,-0.78,34.79,35.1,-56.82
1731194084.3011642,0.08,-0.36,-0.93,-8.97,-2.62,27.16
1731194184.3011642,-0.22,-0.29,-0.93,27.16,-24.05,26.67
1731194284.3011642,-0.43,-0.71,-0.97,55.05,22.64,-35.03
1731194384.3011642,-0.07,-0.34,-0.58,-25.94,32.35,22.34
1731194484.3011642,0.2,-0.46,-1.06,16.6,-12.88,45.59
1731194583.3011642,-0.52,-0.47,-0.92,19.17,-5.98,-25.82
1731194683.3011642,-0.13,-0.47,-0.71,-33.51,8.42,-3.6
1731194783.3011642,0.04,-0.48,-0.88,-33.94,-15.38,34.0
1731194883.3011642,-0.17,-0.49,-1.03,-16.78,-15.63,37.6
1731194983.3011642,-0.15,-0.79,-0.91,-9.46,16.6,-33.75
1731195082.3011642,0.07,-0.6,-0.81,-14.59,7.87,2.99
1731195182.3011642,-0.05,-0.53,-0.84,-42.54,-20.63,29.3
1731195281.3011642,-0.47,-0.58,-0.76,-2.99,0.73,-34.61
1731195381.3011642,-0.06,-0.69,-0.64,4.46,25.39,-21.36
1731195481.3011642,0.12,-0.58,-0.84,7.75,-15.93,28.56
1731195581.3011642,-0.3,-0.48,-0.91,54.93,-16.24,-6.35
1731195680.3011642,-0.16,-0.79,-0.92,50.96,11.05,-26.67
1731195780.3011642,0.14,-0.41,-0.91,-21.73,11.05,31.37
1731195880.3011642,-0.17,-0.42,-0.94,-0.61,-15.26,28.87
1731195979.3011642,-0.23,-0.58,-0.91,18.01,30.15,-29.97
1731196079.3011642,0.06,-0.41,-1.09,-7.63,15.5,4.64
1731196179.3011642,-0.08,-0.37,-0.76,-15.87,-24.17,46.75
1731196278.3011642,-0.48,-0.56,-0.9,34.0,9.7,-24.17
1731196378.3011642,-0.08,-0.65,-0.86,12.88,38.27,-33.14
1731196478.3011642,0.01,-0.42,-0.88,-23.8,-23.93,48.83
1731196577.3011642,-0.36,-0.3,-0.94,31.8,-10.68,4.82
1731196677.3011642,-0.17,-0.49,-0.92,13.49,38.27,-48.16
1731196777.3011642,0.14,-0.43,-1.0,-35.89,-2.44,29.3
1731196877.3011642,-0.15,-0.39,-0.92,-20.51,-24.6,48.03
1731196977.3011642,-0.29,-0.62,-0.85,-1.1,23.93,-31.19
1731197076.3011642,0.09,-0.54,-0.95,-50.96,10.68,3.97
1731197175.3011642,0.02,-0.38,-0.68,-42.36,-29.66,56.95
1731197275.3011642,-0.44,-0.75,-0.78,32.35,2.44,-26.49
1731197375.3011642,-0.06,-0.62,-0.9,-5.43,25.15,-35.71
1731197475.3011642,0.1,-0.54,-0.89,-5.68,-16.24,35.95
1731197574.3011642,-0.26,-0.42,-0.82,72.14,-5.92,0.73
1731197673.3011642,-0.27,-0.42,-0.92,49.26,39.06,-57.8
1731197772.3011642,0.09,-0.46,-1.0,-36.32,2.26,16.48
1731197871.3011642,-0.09,-0.18,-0.93,-4.33,-28.08,37.78
1731197971.3011642,-0.53,-0.38,-0.89,7.08,16.48,-37.9
1731198071.3011642,0.01,-0.61,-0.79,-10.5,36.19,-1.53
1731198170.3011642,0.05,-0.36,-0.9,-19.41,-15.08,49.07
1731198269.3011642,-0.36,-0.56,-0.97,12.08,0.0,10.5
1731198369.3011642,-0.14,-0.64,-0.85,-9.22,24.41,-24.17
1731198469.3011642,0.21,-0.47,-0.96,-49.56,-6.59,37.48
1731198569.3011642,-0.12,-0.28,-0.82,-13.06,-25.57,41.2
1731198669.3011642,-0.35,-0.51,-0.8,43.09,20.63,-54.5
1731198769.3011642,0.07,-0.52,-1.07,-17.76,3.91,-18.62
1731198869.3011642,-0.02,-0.31,-0.89,9.22,-30.09,34.48
1731198969.3011642,-0.54,-0.49,-0.89,44.68,14.71,-46.45
1731199068.3011642,0.07,-0.62,-0.91,-28.08,26.12,2.62
1731199167.3011642,0.05,-0.23,-0.89,-13.55,-21.18,42.54
1731199267.3011642,-0.6,-0.5,-0.97,24.05,5.31,-31.07
1731199367.3011642,-0.04,-0.65,-0.8,-9.46,26.98,-14.22
1731199466.3011642,0.04,-0.38,-0.88,-37.9,-24.96,56.46
1731199566.3011642,-0.33,-0.52,-0.87,24.54,0.06,5.43
1731199665.3011642,-0.1,-0.53,-0.87,-5.55,25.7,-39.37
1731199764.3011642,0.22,-0.52,-0.92,-47.18,-15.32,39.43
1731199864.3011642,-0.19,-0.46,-0.83,10.5,-20.81,43.27
1731199964.3011642,-0.16,-0.72,-0.87,19.41,34.67,-50.48
1731200064.3011642,0.16,-0.59,-0.94,-38.27,6.77,18.98
1731200164.3011642,0.0,-0.35,-0.64,-37.96,-19.41,64.58
1731200263.3011642,-0.39,-0.91,-0.97,66.47,18.98,-26.73
1731200362.3011642,-0.04,-0.63,-0.95,-4.27,31.37,-31.43
1731200462.3011642,0.09,-0.49,-0.81,-12.27,-23.25,41.02
1731200562.3011642,-0.41,-0.72,-0.96,96.37,4.58,-28.38
1731200662.3011642,-0.12,-0.63,-0.85,47.55,28.08,-47.79
1731200762.3011642,0.28,-0.43,-0.97,-41.63,-10.19,33.2
1731200862.3011642,-0.2,-0.31,-0.92,30.88,-18.37,27.34
1731200962.3011642,-0.27,-0.41,-0.87,17.64,39.06,-52.8
1731201062.3011642,0.13,-0.5,-1.06,-46.02,4.15,15.75
1731201162.3011642,-0.11,-0.23,-0.85,-34.48,-20.69,49.44
1731201261.3011642,-0.46,-0.54,-0.96,10.56,24.11,-47.85
1731201360.3011642,-0.01,-0.54,-1.15,-70.74,-1.34,10.8
1731201460.3011642,0.0,-0.4,-0.78,-62.68,-33.33,72.81
1731201559.3011642,-0.4,-0.71,-0.78,47.24,2.2,-11.84
1731201658.3011642,-0.0,-0.67,-0.76,26.92,32.41,-46.08
1731201757.3011642,0.17,-0.58,-0.87,-2.99,-21.97,35.77
1731201857.3011642,-0.29,-0.33,-0.83,52.12,-7.81,8.06
1731201957.3011642,-0.19,-0.8,-1.01,8.61,34.48,-29.6
1731202056.3011642,0.16,-0.41,-1.11,-2.14,13.98,21.0
1731202155.3011642,-0.05,-0.2,-0.89,-12.7,-26.18,43.7
1731202255.3011642,-0.41,-0.47,-0.94,6.16,5.62,-32.47
1731202355.3011642,-0.0,-0.59,-0.91,0.06,19.29,-19.96
1731202455.3011642,0.03,-0.42,-0.89,-25.63,-25.21,49.26
1731202555.3011642,-0.35,-0.39,-0.94,30.64,-9.7,-1.22
1731202654.3011642,-0.11,-0.54,-0.98,-12.76,28.63,-38.82
1731202754.3011642,0.19,-0.38,-0.97,-37.29,-7.57,37.11
1731202854.3011642,-0.07,-0.28,-0.84,-40.22,-23.25,39.98
1731202954.3011642,-0.35,-0.6,-0.88,-25.39,14.77,-31.13
1731203053.3011642,0.06,-0.65,-0.83,-20.45,17.88,-9.83
1731203152.3011642,0.12,-0.58,-0.85,-18.8,-26.79,42.79
1731203252.3011642,-0.26,-0.6,-0.85,73.85,-6.1,-10.07
1731203352.3011642,-0.12,-0.58,-0.9,43.58,28.38,-50.6
1731203451.3011642,0.18,-0.45,-0.92,-22.52,-2.14,16.85
1731203551.3011642,-0.05,-0.23,-0.97,13.92,-16.48,25.7
1731203650.3011642,-0.32,-0.61,-1.0,56.4,31.37,-53.89
1731203749.3011642,-0.06,-0.44,-0.87,-23.13,35.58,19.9
1731203848.3011642,-0.04,-0.37,-0.93,-26.86,-4.7,33.69
1731203947.3011642,-0.46,-0.51,-0.99,2.38,7.69,-16.91
1731204047.3011642,-0.09,-0.47,-1.08,-34.24,20.08,-9.16
1731204146.3011642,-0.03,-0.36,-0.77,-75.07,-29.42,58.9
1731204245.3011642,-0.31,-0.45,-0.81,59.88,8.48,-7.51
1731204344.3011642,-0.16,-0.7,-0.94,16.91,21.73,-52.55
1731204443.3011642,0.12,-0.52,-0.91,-12.82,-2.32,14.77
1731204543.3011642,-0.25,-0.38,-0.94,12.15,-16.3,21.3
1731204643.3011642,-0.36,-0.45,-0.84,17.7,25.51,-48.95
1731204743.3011642,-0.02,-0.52,-0.96,-15.69,9.03,13.06
1731204843.3011642,-0.02,-0.34,-0.87,-5.68,-27.95,34.06
1731204942.3011642,-0.58,-0.54,-0.96,38.45,0.0,-34.3
1731205042.3011642,-0.02,-0.55,-0.95,-19.65,5.74,-15.69
1731205141.3011642,0.1,-0.31,-0.91,-37.9,-25.94,48.65
1731205240.3011642,-0.53,-0.44,-0.89,13.85,-2.75,-27.47
1731205339.3011642,-0.14,-0.59,-0.99,-6.59,21.85,-33.87
1731205438.3011642,0.17,-0.36,-0.83,-45.41,-14.22,61.95
1731205538.3011642,-0.23,-0.28,-0.84,2.69,-5.37,44.62
1731205638.3011642,-0.14,-0.79,-0.99,-21.18,31.49,-39.73
1731205738.3011642,0.18,-0.46,-0.91,-34.0,2.08,37.78
1731205838.3011642,-0.03,-0.32,-0.74,-18.13,-18.68,27.34
1731205938.3011642,-0.32,-0.78,-0.8,12.7,11.41,-39.49
1731206038.3011642,0.0,-0.45,-0.91,-51.76,-2.56,-0.24
1731206137.3011642,0.09,-0.48,-0.72,-14.77,-28.69,48.28
1731206237.3011642,-0.5,-0.59,-0.81,66.16,2.38,-49.93
1731206337.3011642,-0.02,-0.75,-0.84,-5.92,18.31,-32.47
1731206437.3011642,0.21,-0.37,-0.92,13.18,-1.22,22.95
