timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
1731171447.341958,0.05,0.81,0.54,-0.92,2.01,2.2
1731171546.341958,0.05,0.81,0.54,-0.85,1.83,2.2
1731171646.341958,0.05,0.81,0.54,-1.34,2.08,2.32
1731171746.341958,0.05,0.81,0.54,-1.1,1.83,2.38
1731171845.341958,0.05,0.81,0.54,-1.46,2.01,2.32
1731171945.341958,0.05,0.81,0.54,-1.89,2.2,2.75
1731172045.341958,0.05,0.81,0.53,-1.16,1.89,2.01
1731172144.341958,0.05,0.81,0.53,-1.65,1.89,2.44
1731172243.341958,0.05,0.81,0.53,-2.01,1.95,2.5
1731172343.341958,0.05,0.82,0.53,-1.16,1.77,2.32
1731172443.341958,0.05,0.81,0.53,-1.1,1.77,2.01
1731172542.341958,0.05,0.82,0.53,-1.16,1.89,2.2
1731172641.341958,0.05,0.81,0.53,-1.04,1.95,2.44
1731172740.341958,0.04,0.81,0.53,-1.04,1.95,2.08
1731172840.341958,0.05,0.81,0.53,-0.55,1.77,2.01
1731172939.341958,0.05,0.81,0.53,-1.1,1.89,2.32
1731173038.341958,0.05,0.81,0.53,-0.73,1.89,1.95
1731173137.341958,0.05,0.81,0.53,-1.04,2.01,2.38
1731173236.341958,0.05,0.82,0.53,1.28,1.59,1.28
1731173336.341958,0.04,0.82,0.53,-8.24,3.11,5.25
1731173436.341958,0.04,0.82,0.52,1.16,1.89,1.71
1731173536.341958,0.05,0.79,0.51,-2.93,2.87,3.3
1731173636.341958,0.03,0.83,0.52,7.51,1.4,1.4
1731173735.341958,0.04,0.82,0.53,5.25,1.22,0.12
1731173834.341958,0.05,0.77,0.58,17.09,0.67,-1.59
1731173933.341958,0.05,0.79,0.58,-1.4,2.87,3.11
1731174032.341958,0.05,0.79,0.58,7.2,0.55,0.79
1731174131.341958,0.06,0.76,0.6,7.2,1.4,0.73
1731174231.341958,0.05,0.75,0.61,2.62,1.71,1.89
1731174331.341958,0.05,0.75,0.62,-4.15,2.08,3.72
1731174431.341958,0.05,0.77,0.6,-3.3,2.38,3.72
1731174530.341958,0.05,0.77,0.6,-1.65,1.59,2.56
1731174629.341958,0.04,0.76,0.6,-0.98,1.46,2.32
1731174729.341958,0.05,0.77,0.6,0.06,1.28,2.08
1731174828.341958,0.04,0.76,0.61,-0.73,1.83,2.32
1731174927.341958,0.04,0.76,0.6,-2.2,2.2,2.5
1731175027.341958,0.04,0.77,0.6,-2.99,2.32,2.93
1731175127.341958,0.04,0.77,0.6,-0.49,1.89,2.44
1731175226.341958,0.04,0.77,0.6,-0.61,1.83,2.32
1731175326.341958,0.04,0.76,0.6,-0.98,1.53,2.01
1731175425.341958,0.04,0.77,0.6,-1.16,2.08,2.32
1731175525.341958,0.04,0.77,0.6,-1.04,1.89,2.44
1731175625.341958,0.04,0.77,0.6,-1.4,1.95,2.44
1731175725.341958,0.04,0.77,0.59,-3.3,2.44,2.69
1731175825.341958,0.04,0.77,0.59,-1.22,1.71,2.01
1731175924.341958,0.04,0.77,0.59,-0.92,2.08,2.14
1731176023.341958,0.04,0.77,0.59,-2.14,1.95,2.56
1731176122.341958,0.04,0.78,0.58,-1.53,1.83,2.26
1731176221.341958,0.04,0.77,0.59,-0.31,1.83,1.95
1731176320.341958,0.04,0.78,0.59,-0.55,1.77,2.26
1731176420.341958,0.04,0.77,0.59,0.49,1.59,2.01
1731176520.341958,0.04,0.77,0.59,-1.34,2.01,2.5
1731176620.341958,0.04,0.78,0.59,-1.83,2.14,2.08
1731176719.341958,0.04,0.77,0.59,-0.85,1.95,2.38
1731176819.341958,0.04,0.77,0.59,-1.04,2.01,2.32
1731176918.341958,0.04,0.78,0.59,-0.43,2.01,2.2
1731177018.341958,0.04,0.78,0.59,-0.61,1.89,2.08
1731177118.341958,0.04,0.77,0.59,0.18,1.65,1.89
1731177218.341958,0.04,0.77,0.59,-1.04,2.01,2.2
1731177318.341958,0.04,0.77,0.59,-0.79,1.83,2.14
1731177417.341958,0.04,0.77,0.59,-1.22,2.08,2.08
1731177517.341958,0.04,0.77,0.59,0.12,1.83,1.95
1731177617.341958,0.04,0.77,0.6,-0.73,1.95,2.08
1731177717.341958,0.04,0.77,0.6,-0.55,1.77,2.26
1731177817.341958,0.04,0.77,0.59,-0.98,1.77,2.32
1731177917.341958,0.04,0.77,0.6,-0.92,1.95,2.14
1731178017.341958,0.04,0.77,0.59,-0.73,1.89,2.26
1731178117.341958,0.04,0.77,0.59,-0.85,1.77,2.26
1731178217.341958,0.04,0.77,0.6,-1.04,2.08,2.32
1731178317.341958,0.04,0.77,0.6,-0.31,1.83,2.26
1731178416.341958,0.04,0.77,0.6,-1.46,1.95,2.26
1731178516.341958,0.04,0.77,0.6,-0.37,1.95,2.14
1731178616.341958,0.04,0.77,0.59,-1.71,1.95,2.26
1731178715.341958,0.04,0.77,0.6,-1.65,2.14,2.44
1731178814.341958,0.04,0.78,0.59,-1.65,2.14,2.5
1731178914.341958,0.04,0.77,0.59,-1.83,1.95,2.2
1731179013.341958,0.04,0.77,0.59,-1.1,1.95,2.01
1731179112.341958,0.04,0.78,0.59,-1.1,1.83,2.32
1731179212.341958,0.04,0.77,0.59,-1.59,2.01,2.44
1731179312.341958,0.04,0.78,0.59,-0.92,1.95,2.38
1731179411.341958,0.04,0.77,0.59,-1.16,1.95,2.26
1731179510.341958,0.04,0.78,0.59,-1.16,1.89,2.2
1731179610.341958,0.04,0.78,0.59,-1.04,1.89,2.08
1731179710.341958,0.04,0.78,0.59,-0.61,1.95,2.01
1731179810.341958,0.04,0.77,0.59,-0.49,1.71,2.08
1731179910.341958,0.04,0.78,0.59,-0.12,1.71,2.14
1731180009.341958,0.04,0.78,0.59,-0.73,1.89,2.32
1731180109.341958,0.04,0.77,0.59,0.18,1.71,2.14
1731180208.341958,0.04,0.77,0.59,-0.98,1.89,2.26
1731180308.341958,0.04,0.77,0.59,-0.37,1.89,2.2
1731180407.341958,0.04,0.77,0.59,-0.92,1.77,2.26
1731180506.341958,0.04,0.77,0.59,-0.67,1.83,2.32
1731180606.341958,0.04,0.77,0.6,-0.31,1.71,1.89
1731180705.341958,0.04,0.77,0.59,-0.79,1.89,2.2
1731180804.341958,0.04,0.77,0.6,-0.67,1.89,2.14
1731180903.341958,0.04,0.77,0.59,-0.37,1.89,2.2
1731181002.341958,0.04,0.77,0.6,-1.16,2.08,2.26
1731181102.341958,0.04,0.77,0.6,-0.61,2.01,2.2
1731181201.341958,0.04,0.77,0.6,-1.16,2.01,2.38
1731181300.341958,0.04,0.77,0.59,-0.67,1.83,2.14
1731181400.341958,0.04,0.77,0.6,-0.49,1.77,1.95
1731181500.341958,0.04,0.77,0.6,-0.85,2.2,2.26
1731181600.341958,0.04,0.77,0.6,-0.85,1.89,2.14
1731181700.341958,0.04,0.77,0.6,-1.1,1.95,2.44
1731181800.341958,0.04,0.76,0.6,-1.28,2.08,2.14
1731181900.341958,0.04,0.77,0.6,-0.61,1.95,2.14
1731182000.341958,0.04,0.77,0.6,-1.4,1.95,2.26
1731182099.341958,0.04,0.77,0.59,-1.59,1.95,2.32
1731182199.341958,0.04,0.77,0.59,-1.83,2.08,2.38
1731182299.341958,0.04,0.77,0.59,-1.46,1.89,2.26
1731182399.341958,0.04,0.78,0.59,-0.98,1.89,2.14
1731182499.341958,0.04,0.77,0.59,-1.59,2.08,2.2
1731182599.341958,0.04,0.77,0.59,-0.92,1.77,2.14
1731182698.341958,0.04,0.77,0.59,-1.1,2.14,2.2
1731182798.341958,0.04,0.77,0.59,-0.98,2.08,2.2
1731182898.341958,0.04,0.77,0.59,-0.73,1.77,2.2
1731182998.341958,0.04,0.78,0.59,-0.79,1.83,2.14
1731183098.341958,0.04,0.77,0.59,0.12,2.08,1.89
1731183198.341958,0.04,0.78,0.59,0.24,1.77,2.01
1731183297.341958,0.04,0.77,0.59,-0.79,1.89,2.14
1731183397.341958,0.04,0.77,0.59,0.0,1.71,2.01
1731183496.341958,0.04,0.77,0.59,-0.67,1.89,2.2
1731183596.341958,0.04,0.77,0.59,-0.24,1.95,1.95
1731183695.341958,0.04,0.77,0.6,-0.92,1.83,2.26
1731183795.341958,0.04,0.77,0.59,-0.79,1.89,2.08
1731183895.341958,0.04,0.77,0.6,-0.73,1.95,2.32
1731183995.341958,0.04,0.77,0.59,-0.24,1.83,2.2
1731184095.341958,0.04,0.77,0.59,-0.92,1.95,2.14
1731184195.341958,0.04,0.77,0.6,-0.31,1.77,2.01
1731184295.341958,0.04,0.77,0.59,-0.85,1.89,2.32
1731184395.341958,0.04,0.77,0.6,-1.28,1.89,2.26
1731184495.341958,0.04,0.77,0.6,-1.22,2.01,2.2
1731184594.341958,0.04,0.77,0.6,-1.16,1.89,2.08
1731184693.341958,0.04,0.77,0.6,-0.55,1.83,2.14
1731184793.341958,0.04,0.77,0.6,-0.67,2.14,2.2
1731184893.341958,0.04,0.77,0.59,-1.1,1.95,2.01
1731184993.341958,0.04,0.77,0.6,-0.61,2.01,2.2
1731185093.341958,0.04,0.77,0.59,-1.71,2.14,2.5
1731185193.341958,0.04,0.77,0.59,-0.85,2.08,2.26
1731185292.341958,0.04,0.77,0.59,-1.65,2.14,2.5
1731185392.341958,0.04,0.77,0.59,-2.01,2.08,2.5
1731185492.341958,0.04,0.78,0.59,-1.34,1.65,2.14
1731185591.341958,0.04,0.77,0.59,-1.16,2.2,2.38
1731185691.341958,0.04,0.77,0.59,-1.28,2.01,2.32
1731185791.341958,0.04,0.78,0.59,-0.79,1.77,2.2
1731185890.341958,0.04,0.77,0.59,-0.37,1.95,2.08
1731185990.341958,0.04,0.78,0.59,-0.79,2.08,2.26
1731186089.341958,0.04,0.78,0.59,-0.67,1.65,1.95
1731186188.341958,0.04,0.77,0.59,-0.55,1.65,2.14
1731186288.341958,0.04,0.77,0.59,-0.43,1.89,2.01
1731186387.341958,0.04,0.77,0.59,-0.98,1.89,2.26
1731186487.341958,0.04,0.77,0.59,0.12,1.65,2.08
1731186587.341958,0.04,0.78,0.59,-0.31,1.77,1.95
1731186686.341958,0.04,0.77,0.59,-0.49,1.77,2.01
1731186786.341958,0.04,0.77,0.59,-0.67,2.08,2.14
1731186885.341958,0.04,0.77,0.6,-0.98,1.83,2.08
1731186984.341958,0.04,0.77,0.59,-1.1,2.01,2.26
1731187084.341958,0.04,0.77,0.59,-0.67,2.01,2.08
1731187183.341958,0.04,0.77,0.6,-0.98,1.95,2.32
1731187283.341958,0.04,0.77,0.59,-0.24,1.83,2.2
1731187383.341958,0.04,0.77,0.59,-0.73,2.01,2.26
1731187482.341958,0.04,0.76,0.6,-0.37,1.89,2.08
1731187582.341958,0.04,0.77,0.6,-0.67,1.89,2.2
1731187682.341958,0.04,0.77,0.6,-0.92,1.83,2.26
1731187781.341958,0.04,0.77,0.6,-1.22,1.95,2.32
1731187881.341958,0.04,0.77,0.6,-1.34,2.14,2.44
1731187981.341958,0.04,0.77,0.59,-0.98,1.89,2.14
1731188081.341958,0.04,0.77,0.59,-0.98,2.08,2.38
1731188180.341958,0.04,0.77,0.59,-1.89,2.08,2.26
1731188279.341958,0.04,0.77,0.59,-0.79,1.71,2.26
1731188378.341958,0.04,0.77,0.59,-1.34,1.95,2.2
1731188477.341958,0.04,0.77,0.59,-1.16,2.14,2.26
1731188576.341958,0.04,0.77,0.59,-1.46,1.83,2.44
1731188676.341958,0.04,0.78,0.59,-1.65,2.08,2.26
1731188776.341958,0.04,0.78,0.59,-1.59,2.01,2.2
1731188876.341958,0.04,0.78,0.58,-1.16,1.95,2.14
1731188976.341958,0.04,0.78,0.59,-0.98,2.01,2.26
1731189076.341958,0.04,0.78,0.59,0.24,2.01,1.83
1731189175.341958,0.04,0.77,0.59,-0.49,1.83,2.08
1731189274.341958,0.04,0.77,0.59,-0.37,1.83,2.14
1731189373.341958,0.04,0.77,0.59,-0.92,1.83,2.2
1731189473.341958,0.04,0.77,0.59,-0.79,1.83,2.08
1731189573.341958,0.04,0.77,0.59,-0.43,1.65,2.2
1731189672.341958,0.04,0.77,0.59,0.0,1.65,2.08
1731189771.341958,0.04,0.77,0.6,-0.92,1.95,2.14
1731189871.341958,0.04,0.77,0.6,0.0,1.89,2.01
1731189970.341958,0.04,0.77,0.59,-1.22,1.89,2.26
1731190069.341958,0.04,0.77,0.6,-1.04,1.89,2.2
1731190168.341958,0.04,0.77,0.59,-1.28,2.01,2.08
1731190267.341958,0.04,0.77,0.59,-0.98,1.89,2.08
1731190367.341958,0.04,0.77,0.6,-0.79,1.95,2.2
1731190467.341958,0.04,0.77,0.6,-0.43,1.77,2.2
1731190567.341958,0.04,0.77,0.6,-1.04,1.83,2.14
1731190666.341958,0.04,0.77,0.6,-0.37,1.83,2.14
1731190765.341958,0.04,0.77,0.6,-0.67,1.83,2.26
1731190865.341958,0.04,0.77,0.6,-1.22,1.83,2.2
1731190965.341958,0.04,0.77,0.6,-1.53,2.14,2.32
1731191064.341958,0.04,0.77,0.59,-1.28,1.95,2.32
1731191164.341958,0.04,0.77,0.59,-1.53,1.95,2.32
1731191263.341958,0.04,0.78,0.59,-1.53,2.14,2.2
1731191363.341958,0.04,0.77,0.59,-1.59,2.01,2.2
1731191462.341958,0.04,0.77,0.59,-0.55,1.95,2.01
1731191562.341958,0.04,0.77,0.59,-1.59,2.08,2.2
1731191661.341958,0.04,0.78,0.59,-1.28,1.95,2.2
1731191761.341958,0.04,0.78,0.59,-1.59,1.89,2.38
1731191861.341958,0.04,0.78,0.59,-1.83,2.14,2.38
1731191961.341958,0.04,0.77,0.59,-1.04,1.95,2.2
1731192061.341958,0.04,0.78,0.59,-0.06,1.77,1.89
1731192161.341958,0.04,0.78,0.59,-1.34,2.01,2.2
1731192261.341958,0.04,0.77,0.59,-0.37,1.77,2.2
1731192361.341958,0.04,0.77,0.59,-0.67,2.01,2.2
1731192460.341958,0.04,0.77,0.59,-0.12,1.65,2.14
1731192559.341958,0.04,0.77,0.59,-0.92,1.95,2.2
1731192659.341958,0.04,0.77,0.59,-0.61,1.89,2.14
1731192758.341958,0.04,0.77,0.59,-1.1,2.2,2.32
1731192857.341958,0.04,0.77,0.59,0.0,1.83,2.14
1731192956.341958,0.04,0.77,0.59,-1.46,2.01,2.2
1731193055.341958,0.04,0.77,0.59,-0.73,1.89,2.2
1731193154.341958,0.04,0.77,0.59,-1.04,2.14,2.32
1731193254.341958,0.04,0.77,0.59,-1.59,1.95,2.44
1731193354.341958,0.04,0.77,0.59,-0.98,1.95,2.26
1731193453.341958,0.04,0.77,0.59,-0.12,2.01,2.01
1731193552.341958,0.04,0.77,0.59,-0.67,2.01,2.2
1731193651.341958,0.04,0.77,0.59,-0.85,2.01,2.26
1731193751.341958,0.04,0.77,0.59,-0.49,1.89,2.26
1731193850.341958,0.04,0.79,0.59,0.85,1.65,1.46
1731193949.341958,0.06,0.86,0.64,-5.8,-1.83,1.95
1731194049.341958,0.06,0.91,0.65,37.54,-10.25,35.52
1731194148.341958,-0.09,0.82,0.73,47.24,-2.87,106.32
1731194247.341958,-0.21,0.72,0.68,34.36,4.09,125.98
1731194346.341958,-0.3,0.33,0.59,56.4,-14.89,113.89
1731194445.341958,-0.45,0.04,0.36,-9.52,35.71,63.29
1731194544.341958,-0.23,0.52,1.54,-19.59,54.93,-29.36
1731194643.341958,-0.48,0.5,0.69,67.2,-96.13,37.35
1731194742.341958,-0.43,-0.14,0.3,-15.32,82.34,56.21
1731194842.341958,-0.16,0.34,1.45,-9.64,14.89,-52.67
1731194941.341958,-0.69,0.64,0.52,38.39,-74.77,41.38
1731195041.341958,-0.39,-0.13,0.52,-52.8,94.12,31.19
1731195141.341958,-0.24,0.35,1.31,16.42,-27.53,-43.03
1731195240.341958,-0.64,0.34,0.44,13.0,13.37,14.59
1731195340.341958,-0.09,0.23,1.17,-34.67,90.82,7.26
1731195439.341958,-0.35,0.29,0.88,42.79,-84.05,-5.98
1731195538.341958,-0.5,0.17,0.57,-13.18,37.35,22.28
1731195637.341958,-0.15,0.22,1.27,-10.44,9.83,-11.11
1731195736.341958,-0.48,0.36,0.78,24.78,-54.63,-5.92
1731195836.341958,-0.35,0.12,0.81,-8.73,43.46,36.19
1731195936.341958,-0.28,0.07,1.06,11.29,-14.95,-19.78
1731196035.341958,-0.47,0.33,0.73,2.81,-5.37,10.01
1731196135.341958,-0.25,0.09,1.1,-5.74,19.84,8.48
1731196234.341958,-0.39,0.25,0.86,7.69,-39.43,-9.4
1731196334.341958,-0.36,0.08,0.95,-15.44,39.18,11.66
1731196434.341958,-0.32,0.12,1.03,12.51,-26.37,0.43
1731196534.341958,-0.53,0.21,0.65,-7.14,9.34,0.31
1731196634.341958,-0.22,0.2,1.18,-1.95,-11.29,0.31
1731196733.341958,-0.55,0.25,0.68,8.54,-21.67,-1.53
1731196833.341958,-0.36,0.13,0.98,-11.41,15.63,13.98
1731196933.341958,-0.48,0.22,0.8,8.54,-25.27,-8.42
1731197033.341958,-0.38,0.18,0.98,-15.93,38.57,12.08
1731197132.341958,-0.45,0.21,0.85,10.93,-38.64,-1.46
1731197231.341958,-0.47,0.14,0.74,-23.93,43.21,5.62
1731197331.341958,-0.37,0.18,1.0,4.46,-21.36,-4.94
1731197430.341958,-0.56,0.2,0.71,-1.77,15.26,10.01
1731197530.341958,-0.31,0.16,1.07,-0.24,5.62,12.02
1731197630.341958,-0.5,0.2,0.72,12.15,-16.48,-21.79
1731197730.341958,-0.35,0.22,1.0,-9.89,28.75,17.33
1731197830.341958,-0.46,0.13,0.79,14.77,-39.55,-8.0
1731197930.341958,-0.48,0.15,0.73,-19.65,41.99,6.71
1731198030.341958,-0.31,0.16,1.1,5.37,-13.0,-10.74
1731198130.341958,-0.55,0.3,0.7,-0.55,-12.94,0.31
1731198230.341958,-0.33,0.27,1.0,-33.57,47.85,9.03
1731198329.341958,-0.34,0.23,0.99,22.09,-51.45,5.25
1731198429.341958,-0.55,0.19,0.64,-5.43,13.55,2.26
1731198528.341958,-0.28,0.25,1.1,-3.66,18.8,7.81
1731198628.341958,-0.55,0.18,0.68,20.81,-49.8,0.61
1731198728.341958,-0.43,0.17,0.87,-26.12,49.01,22.58
1731198827.341958,-0.4,0.05,1.03,17.46,-33.08,-14.95
1731198927.341958,-0.56,0.35,0.63,-5.49,11.41,-5.68
1731199026.341958,-0.34,0.2,1.05,-3.42,5.07,27.04
1731199125.341958,-0.62,0.08,0.7,22.77,-51.39,-7.2
1731199225.341958,-0.45,0.24,0.87,-18.01,41.08,8.79
1731199325.341958,-0.49,0.09,0.91,32.53,-67.26,0.37
1731199425.341958,-0.66,0.22,0.56,-13.98,36.38,-21.67
1731199525.341958,-0.35,0.25,1.11,-14.95,28.08,14.83
1731199625.341958,-0.59,0.14,0.68,21.3,-47.91,-5.37
1731199725.341958,-0.46,0.24,0.82,-31.56,67.32,5.55
1731199825.341958,-0.45,0.11,0.92,26.79,-60.67,8.24
1731199925.341958,-0.68,0.19,0.56,-13.98,31.01,3.6
1731200024.341958,-0.34,0.22,1.11,-6.53,0.49,5.13
1731200123.341958,-0.66,0.12,0.64,20.32,-42.24,-16.36
1731200223.341958,-0.45,0.32,0.82,-35.52,65.98,8.79
1731200323.341958,-0.44,0.1,0.97,19.9,-54.44,8.18
1731200423.341958,-0.67,0.3,0.55,-11.17,23.19,-5.55
1731200522.341958,-0.38,0.23,1.07,-5.68,23.44,14.28
1731200621.341958,-0.71,0.09,0.65,19.65,-51.45,-2.14
1731200720.341958,-0.54,0.25,0.7,-29.36,72.69,-0.37
1731200820.341958,-0.4,0.19,1.04,19.65,-39.61,15.01
1731200920.341958,-0.68,0.22,0.55,2.99,-1.53,-8.18
1731201020.341958,-0.43,0.35,0.91,-25.33,59.75,9.16
1731201120.341958,-0.54,0.17,0.82,24.48,-63.6,1.4
1731201219.341958,-0.65,0.28,0.57,-11.96,43.33,4.27
1731201318.341958,-0.37,0.16,1.07,4.46,-5.49,13.12
1731201418.341958,-0.65,0.24,0.6,11.6,-18.86,-11.6
1731201518.341958,-0.4,0.24,0.99,-19.35,53.65,8.61
1731201618.341958,-0.52,0.19,0.8,22.64,-55.05,-7.26
1731201718.341958,-0.61,0.26,0.59,-18.68,44.13,3.36
1731201817.341958,-0.32,0.23,1.1,-2.14,-13.49,-0.37
1731201917.341958,-0.69,0.31,0.6,5.62,-25.09,-13.98
1731202017.341958,-0.41,0.31,0.96,-21.85,54.69,5.31
1731202117.341958,-0.5,0.21,0.81,13.12,-37.78,-8.79
1731202216.341958,-0.54,0.36,0.67,-28.14,54.02,14.83
1731202316.341958,-0.33,0.21,1.07,20.39,-33.39,2.99
1731202415.341958,-0.65,0.42,0.49,0.37,-10.74,-13.79
1731202514.341958,-0.35,0.25,1.06,-22.46,32.17,20.63
1731202613.341958,-0.52,0.3,0.73,25.57,-60.67,-15.01
1731202713.341958,-0.54,0.25,0.72,-26.79,63.48,15.14
1731202812.341958,-0.34,0.24,1.08,15.75,-22.83,-1.4
1731202911.341958,-0.67,0.32,0.5,4.27,-1.28,-1.65
1731203011.341958,-0.35,0.23,1.01,-21.18,44.13,11.05
1731203111.341958,-0.53,0.24,0.77,28.75,-66.16,-4.15
1731203211.341958,-0.52,0.28,0.68,-23.44,62.81,17.88
1731203311.341958,-0.29,0.24,1.11,5.68,-20.94,8.24
1731203410.341958,-0.66,0.31,0.52,3.11,-13.79,-19.59
1731203510.341958,-0.38,0.38,0.94,-23.25,62.74,11.78
